"Data Source","World Development Indicators",

"Last Updated Date","2017-04-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Georgia","GEO","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.65235","","","","","","","","","","","","99.75224","99.75962","",
"Ghana","GHA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.89747","","","","","","","","","","71.49707","","","","","76.5759","",
"Gibraltar","GIB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.55375","","","","","","","29.70402","","","","","","","25.30774","","","","","30.47279","",
"Gambia, The","GMB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.81773","","","","","","","","","","","","","","54.38756","55.57276","",
"Guinea-Bissau","GNB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","19.95825","","","","","","","","","","","","","","","","","","","","","41.35777","","","","","","","","","","","","","","58.72932","59.77285","",
"Equatorial Guinea","GNQ","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.3083","","","","","","","","","","","","","","94.95674","95.19566","",
"Greece","GRC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","90.51232","","","","","","","","","","92.61045","","","","","","","","","","95.99436","","","","","","","","","","","","","97.53238","95.29287","",
"Grenada","GRD","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","97.79447","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.21164","","","","","","","","69.10173","","","","","","","","","","78.26486","77.03867","81.2859","79.07421","",
"Guam","GUM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","96.42065","","","","","","","","","","99.36915","","","","","","","","","","","","","","","","","","","","","","","","","99.78904","",
"Guyana","GUY","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.99401","","","","","","87.53532","",
"High income","HIC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.01103","","","","","","83.58899","","","84.75536","85.12331","85.35555","85.46442","87.19753","88.42458","",
"Heavily indebted poor countries (HIPC)","HPC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.4202423095703","","","","","","","","","","52.2210731506348","","","","","","","","","","57.8371658325195","","","","","","",
"Croatia","HRV","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.70155","","","","","","","","","","98.14668","","","","","","","","","","99.12536","","","","99.27259","",
"Haiti","HTI","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","34.73469","","","","","","","","","","","","","","","","","","","","","58.7439","","","48.68502","","","","","","","","","60.68935","",
"Hungary","HUN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","98.85829","","","","","","","","","","","","","","98.98207","","","","","","","","","","99.02922","","","","","","","","","","99.05012","99.38088","",
"IBRD only","IBD","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.6420516967773","","","","","","","","","","82.5635757446289","","","","","","","","","","87.3290634155273","","","","","","",
"IDA & IBRD total","IBT","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.861198425293","","","","","","","","","","77.9058380126953","","","","","","","","","","82.3906936645508","","","","","","",
"IDA total","IDA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.1446990966797","","","","","","","","","","59.4675941467285","","","","","","","","","","64.4331207275391","","","","","","",
